0.000000	1.793770
0.000003	1.847560
0.000007	1.893297
0.000010	1.935170
0.000013	1.970278
0.000016	2.003454
0.000020	2.030510
0.000023	2.051124
0.000026	2.066585
0.000030	2.077858
0.000033	2.083012
0.000036	2.081401
0.000040	2.077214
0.000043	2.064330
0.000046	2.046937
0.000049	2.024390
0.000053	1.996046
0.000056	1.960937
0.000059	1.927117
0.000063	1.884279
0.000066	1.834676
0.000069	1.782174
0.000073	1.724841
0.000076	1.661710
0.000079	1.595681
0.000082	1.527719
0.000086	1.453637
0.000089	1.372469
0.000092	1.288724
0.000096	1.204013
0.000099	1.113827
0.000102	1.018487
0.000106	0.923791
0.000109	0.827163
0.000112	0.725704
0.000115	0.624244
0.000119	0.524073
0.000122	0.415850
0.000125	0.308271
0.000129	0.201658
0.000132	0.092790
0.000135	-0.014466
0.000139	-0.120435
0.000142	-0.229302
0.000145	-0.335915
0.000148	-0.438662
0.000152	-0.545919
0.000155	-0.649310
0.000158	-0.750447
0.000162	-0.845786
0.000165	-0.943380
0.000168	-1.039041
0.000172	-1.127939
0.000175	-1.216836
0.000178	-1.300258
0.000181	-1.382713
0.000185	-1.462270
0.000188	-1.535384
0.000191	-1.601735
0.000195	-1.671307
0.000198	-1.730572
0.000201	-1.780174
0.000205	-1.835574
0.000208	-1.885498
0.000211	-1.927047
0.000214	-1.962800
0.000218	-1.994365
0.000221	-2.019166
0.000224	-2.041712
0.000228	-2.055240
0.000231	-2.064580
0.000234	-2.067157
0.000238	-2.066191
0.000241	-2.059427
0.000244	-2.043645
0.000247	-2.028828
0.000251	-2.007892
0.000254	-1.976005
0.000257	-1.944118
0.000261	-1.903857
0.000264	-1.861663
0.000267	-1.809806
0.000271	-1.756017
0.000274	-1.698041
0.000277	-1.635877
0.000280	-1.565339
0.000284	-1.494801
0.000287	-1.419109
0.000290	-1.339553
0.000294	-1.256131
0.000297	-1.170777
0.000300	-1.079303
0.000304	-0.987185
0.000307	-0.886048
0.000310	-0.786199
0.000313	-0.685707
0.000317	-0.584248
0.000320	-0.477957
0.000323	-0.371667
0.000327	-0.267953
0.000330	-0.157153
0.000333	-0.052473
0.000337	0.058649
0.000340	0.162363
0.000343	0.271874
0.000346	0.379453
0.000350	0.486388
0.000353	0.590746
0.000356	0.689951
0.000360	0.788190
0.000363	0.887073
0.000366	0.978225
0.000370	1.073565
0.000373	1.164396
0.000376	1.251039
